0;0;0;0;;;;;
0;1;64;0;;;;;
0;2;128;0;;;;;
0;3;192;0;;;;;
0;4;256;0;;;;;
0;5;320;0;;;;;
0;6;384;0;;;;;
0;7;448;0;;;;;
0;8;512;0;;;;;
0;9;576;0;;;;;
0;10;640;0;;;;;
0;11;704;0;;;;;
0;12;768;0;;;;;
0;13;832;0;;;;;
0;14;896;0;;;;;
0;15;960;0;;;;;
0;16;1024;0;;;;;
0;17;1088;0;;;;;
0;18;1152;0;;;;;
0;19;1216;0;;;;;
0;20;1280;0;;;;;
0;21;1344;0;;;;;
0;22;1408;0;;;;;
0;23;1472;0;;;;;
0;24;1536;0;;;;;
0;25;1600;0;;;;;
0;26;1664;0;;;;;
0;27;1728;0;;;;;
0;28;1792;0;;;;;
0;29;1856;0;;;;;
0;30;1920;0;;;;;
0;31;1984;0;;;;;
0;32;2048;0;;;;;
0;33;2112;0;;;;;
0;34;2176;0;;;;;
0;35;2240;0;;;;;
0;36;2304;0;;;;;
0;37;2368;0;;;;;
0;38;2432;0;;;;;
0;39;2496;0;;;;;
0;40;2560;0;;;;;
0;41;2624;0;;;;;
0;42;2688;0;;;;;
0;43;2752;0;;;;;
0;44;2816;0;;;;;
0;45;2880;0;;;;;
0;46;2944;0;;;;;
0;47;3008;0;;;;;
0;48;3072;0;;;;;
0;49;3136;0;;;;;
0;50;3200;0;;;;;
0;51;3264;0;;;;;
0;52;3328;0;;;;;
0;53;3392;0;;;;;
0;54;3456;0;;;;;
0;55;3520;0;;;;;
0;56;3584;0;;;;;
0;57;3648;0;;;;;
0;58;3712;0;;;;;
0;59;3776;0;;;;;
0;60;3840;0;;;;;
0;61;3904;0;;;;;
0;62;3968;0;;;;;
0;63;4032;0;;;;;
1;0;1;0;;;;;
1;1;65;0;;;;;
1;2;129;0;;;;;
1;3;193;0;;;;;
1;4;257;0;;;;;
1;5;321;0;;;;;
1;6;385;0;;;;;
1;7;449;0;;;;;
1;8;513;0;;;;;
1;9;577;0;;;;;
1;10;641;0;;;;;
1;11;705;0;;;;;
1;12;769;0;;;;;
1;13;833;0;;;;;
1;14;897;0;;;;;
1;15;961;0;;;;;
1;16;1025;0;;;;;
1;17;1089;0;;;;;
1;18;1153;0;;;;;
1;19;1217;0;;;;;
1;20;1281;0;;;;;
1;21;1345;0;;;;;
1;22;1409;0;;;;;
1;23;1473;0;;;;;
1;24;1537;0;;;;;
1;25;1601;0;;;;;
1;26;1665;0;;;;;
1;27;1729;0;;;;;
1;28;1793;0;;;;;
1;29;1857;0;;;;;
1;30;1921;0;;;;;
1;31;1985;0;;;;;
1;32;2049;0;;;;;
1;33;2113;0;;;;;
1;34;2177;0;;;;;
1;35;2241;0;;;;;
1;36;2305;0;;;;;
1;37;2369;0;;;;;
1;38;2433;0;;;;;
1;39;2497;0;;;;;
1;40;2561;0;;;;;
1;41;2625;0;;;;;
1;42;2689;0;;;;;
1;43;2753;0;;;;;
1;44;2817;0;;;;;
